IPAddress,AddressState,HostName,Location
172.31.217.7,ActiveReservation,Ashton 5-Room 587-115,Ashton
172.31.217.15,ActiveReservation,Ashton 1E-Jack 51-105,Ashton
172.31.217.53,ActiveReservation,Ashton 5-Room 581-115-2,Ashton
172.31.217.150,ActiveReservation,Ashton 3-Room 373-115,Ashton
172.31.218.95,Active,Ashton 1E-Jack 5-305,Ashton
172.31.218.96,Active,Ashton 6-Jack 11-305,Ashton
172.31.220.28,ActiveReservation,Ashton 6-Room 615-115,Ashton
172.31.220.46,ActiveReservation,Ashton 1-Room 123-115,Ashton
172.31.220.47,ActiveReservation,Ashton 2-Room 201-115,Ashton
172.31.220.48,ActiveReservation,Ashton 3-Room 317-115,Ashton
172.31.220.49,ActiveReservation,Ashton 3-Room 303-115,Ashton
172.31.220.50,ActiveReservation,Ashton 3-Room 324-115,Ashton
172.31.220.52,ActiveReservation,Ashton 1-Room 124-115,Ashton
172.31.220.53,ActiveReservation,Ashton 3-Room 363-115,Ashton
172.31.220.54,ActiveReservation,Ashton 4-Room 405-115,Ashton
172.31.220.55,ActiveReservation,Ashton 4-Room 415-115,Ashton
172.31.220.56,ActiveReservation,Ashton 4-Room 429-115,Ashton
172.31.220.57,ActiveReservation,Ashton 4-Room 477-115,Ashton
172.31.220.58,ActiveReservation,Ashton 4-Room 483-115,Ashton
172.31.220.59,ActiveReservation,Ashton 4-Room 461-115,Ashton
172.31.220.60,ActiveReservation,Ashton 3-Room 351-115,Ashton
172.31.220.61,ActiveReservation,Ashton 2-Room 279-115,Ashton
172.31.220.62,ActiveReservation,Ashton 4-Room 457-115,Ashton
172.31.220.68,ActiveReservation,Ashton 1-Room 163-115,Ashton
172.31.220.131,ActiveReservation,Ashton 5-Room 512-115,Ashton
172.31.220.135,ActiveReservation,Ashton 6-Room 675-115,Ashton
172.31.220.136,ActiveReservation,Ashton 6-Room 679-115,Ashton
172.31.220.137,ActiveReservation,Ashton 6-Room 683-115,Ashton
172.31.220.138,ActiveReservation,Ashton 5-Room 534-115,Ashton
172.31.220.139,ActiveReservation,Ashton 5-Room 523-115,Ashton
172.31.220.140,ActiveReservation,Ashton 6-Room 614-115,Ashton
172.31.220.141,ActiveReservation,Ashton 6-Room 633-115,Ashton
172.31.220.142,ActiveReservation,Ashton 6-Room 601-115,Ashton
172.31.220.143,ActiveReservation,Ashton 6-Room 605-115,Ashton
172.31.220.144,ActiveReservation,Ashton 6-Room 665-115,Ashton
172.31.220.145,ActiveReservation,Ashton 5-Room 551-115,Ashton
172.31.220.146,ActiveReservation,Ashton 5-Room 555-115,Ashton
172.31.220.197,ActiveReservation,Ashton 5-Room 584-115,Ashton
172.31.220.204,ActiveReservation,Ashton 1E-Jack 5-105-new-2,Ashton
172.31.221.176,ActiveReservation,Ashton 5-Room 503-115,Ashton
172.31.221.177,ActiveReservation,Ashton 6-Room 625-115,Ashton
172.31.221.178,ActiveReservation,Ashton 5-Lounge Jack 106-105,Ashton
172.31.221.203,Active,Ashton 4-Room 415-115,Ashton
172.31.222.12,Active,Ashton 5-Lounge Jack 106-305,Ashton
172.31.217.219,ActiveReservation,Bailey Apts,Bailey
172.31.217.220,ActiveReservation,Bailey Apts,Bailey
172.31.217.221,ActiveReservation,Bailey Apts,Bailey
172.31.217.222,ActiveReservation,Bailey Apts,Bailey
172.31.218.111,Active,Bailey Apts,Bailey
172.31.218.112,Active,Bailey Apts,Bailey
172.31.221.122,ActiveReservation,Bailey Apts,Bailey
172.31.221.123,ActiveReservation,Bailey Apts,Bailey
172.31.221.124,ActiveReservation,Bailey Apts,Bailey
172.31.221.125,ActiveReservation,Bailey Apts,Bailey
172.31.222.25,Active,Bailey Apts,Bailey
172.31.222.26,Active,Bailey Apts,Bailey
172.31.222.27,Active,Bailey Apts,Bailey
172.31.222.28,Active,Bailey Apts,Bailey
172.31.222.29,Active,Bailey Apts,Bailey
172.31.222.30,Active,Bailey Apts,Bailey
72.233.129.35,Active,BH-101-102,Beegle
72.233.129.66,Active,BH201,Beegle
72.233.129.79,Active,LBHALL,Beegle
72.233.129.81,Active,BH1,Beegle
172.31.255.182,ActiveReservation,BH1-CONTROLLER,Beegle
172.31.232.100,ActiveReservation,BH201-CONTROLLER,Beegle
172.31.232.104,ActiveReservation,BH1-CONTROLLER,Beegle
172.31.232.112,ActiveReservation,BH201-SWITCHER,Beegle
172.31.232.113,ActiveReservation,BH204-CONTROLLER,Beegle
172.31.232.114,ActiveReservation,BH205-TOUCHPANEL,Beegle
172.31.232.115,ActiveReservation,BH205-CONTROLLER,Beegle
172.31.232.116,ActiveReservation,BH205-SWITCHER,Beegle
172.31.232.130,ActiveReservation,BH205-CAMERA,Beegle
172.31.232.131,ActiveReservation,BH205-CAMCCU,Beegle
172.31.221.9,Active,Beegle 2-201-305,Beegle
172.31.221.175,ActiveReservation,Beegle 2-201-105,Beegle
72.233.129.20,Active,APPLETV-BERT5,Bertona
72.233.129.23,Active,BERT2,Bertona
72.233.129.42,Active,BERT4,Bertona
72.233.129.45,Active,BERT6,Bertona
72.233.129.92,Active,BERT3,Bertona
72.233.129.99,Active,APPLETV-BERT6,Bertona
72.233.129.168,Active,APPLETV-BERT4,Bertona
72.233.129.189,Active,ROBERTSL,Bertona
72.233.129.207,Active,APPLETV-BERT1,Bertona
72.233.129.209,Active,BERT3,Bertona
72.233.129.224,Active,BERT5,Bertona
72.233.129.235,Active,BERT1,Bertona
172.31.255.69,InactiveReservation,hvac-router-bertona,Bertona
172.31.255.252,ActiveReservation,netcam-bertonaandfifth,Bertona
172.31.240.24,ActiveReservation,mfp-bert5,Bertona
172.31.232.87,ActiveReservation,BERT1-CONTROLLER,Bertona
172.31.232.88,ActiveReservation,BERT1-SWITCHER,Bertona
172.31.232.89,ActiveReservation,BERT2-CONTROLLER,Bertona
172.31.232.90,ActiveReservation,BERT2-SWITCHER,Bertona
172.31.232.91,ActiveReservation,BERT3-CONTROLLER,Bertona
172.31.232.92,ActiveReservation,bert3-switcher,Bertona
172.31.232.93,ActiveReservation,BERT4-CONTROLLER,Bertona
172.31.232.94,ActiveReservation,BERT4-SWITCHER,Bertona
172.31.232.95,ActiveReservation,BERT5-CONTROLLER,Bertona
172.31.232.96,ActiveReservation,BERT5-SWITCHER,Bertona
172.31.232.97,ActiveReservation,BERT6-CONTROLLER,Bertona
172.31.232.98,ActiveReservation,BERT6-SWITCHER,Bertona
172.31.217.199,ActiveReservation,Bertona 1-6-105-1,Bertona
172.31.218.15,ActiveReservation,651 W,Bertona
172.31.218.16,ActiveReservation,Bertona 1-1-105,Bertona
172.31.218.44,ActiveReservation,651 W,Bertona
172.31.218.97,Active,Bertona 1-3-305,Bertona
172.31.218.98,Active,Bertona 1-4-305,Bertona
172.31.220.233,ActiveReservation,650 W,Bertona
172.31.221.91,ActiveReservation,Bertona 1-4-105,Bertona
172.31.221.171,ActiveReservation,Bertona 1-3-105,Bertona
172.31.222.10,Active,Bertona 1-1-305,Bertona
172.31.222.11,Active,Bertona 1-6-305,Bertona
172.31.255.26,InactiveReservation,epic-bookstore,Bookstore
172.31.255.90,InactiveReservation,hvac-router-bookstore,Bookstore
72.233.129.30,Active,CMB201,Crawford Music Building
72.233.129.100,Active,CMB211,Crawford Music Building
72.233.129.213,Active,CMB103-CONTROLLER,Crawford Music Building
72.233.129.215,Active,CMB103,Crawford Music Building
172.31.255.53,InactiveReservation,ems-crawford,Crawford Music Building
172.31.255.88,InactiveReservation,hvac-router-crawford,Crawford Music Building
172.31.240.23,ActiveReservation,mfp-craw202,Crawford Music Building
172.31.232.76,ActiveReservation,CMB103-CONTROLLER,Crawford Music Building
172.31.232.77,ActiveReservation,CMB201-CONTROLLER,Crawford Music Building
172.31.232.101,ActiveReservation,CMB211-CONTROLLER,Crawford Music Building
172.31.232.147,ActiveReservation,CRAW211-SWITCHER,Crawford Music Building
172.31.232.148,ActiveReservation,CRAW211-TOUCHPANEL,Crawford Music Building
172.31.239.208,Active,CRAW211-SWITCHER,Crawford Music Building
172.31.217.192,ActiveReservation,Crawford 2-211-115,Crawford Music Building
172.31.217.193,ActiveReservation,Crawford 2-206-115,Crawford Music Building
172.31.217.194,ActiveReservation,Crawford 2-208-115,Crawford Music Building
172.31.217.195,ActiveReservation,Crawford 2-209-115,Crawford Music Building
172.31.217.196,ActiveReservation,Crawford 1-101-115,Crawford Music Building
172.31.217.197,ActiveReservation,Crawford 1-Practice Room 1-115,Crawford Music Building
172.31.217.198,ActiveReservation,Crawford 1-Practice Room 8-115,Crawford Music Building
172.31.221.78,ActiveReservation,Crawford 2-203-115,Crawford Music Building
172.31.221.79,ActiveReservation,Crawford 2-201-115,Crawford Music Building
172.31.221.80,ActiveReservation,Crawford 2-204-115,Crawford Music Building
172.31.221.83,ActiveReservation,Crawford 1-103-115,Crawford Music Building
172.31.221.84,ActiveReservation,Crawford 1-106-115,Crawford Music Building
172.31.221.85,ActiveReservation,Crawford 1-Practice Room 7-115,Crawford Music Building
172.31.221.86,ActiveReservation,Crawford 1-Practice Room D-115,Crawford Music Building
172.31.221.87,ActiveReservation,Crawford 1-Leslie Martin-115,Crawford Music Building
172.31.221.88,ActiveReservation,Crawford 1-Practice Room 9-115,Crawford Music Building
72.233.129.137,Active,CREM102,Cremona
72.233.129.156,Active,CREM203,Cremona
72.233.129.174,Active,CREM202,Cremona
72.233.129.178,Active,CREM101,Cremona
72.233.129.194,Active,CREM203,Cremona
72.233.129.195,Active,CREM201,Cremona
172.31.255.219,ActiveReservation,Power-WesleyCremona-UPS01-MDF,Cremona
172.31.255.222,ActiveReservation,Power-34WCremona-UPS01-MDF,Cremona
172.31.255.223,ActiveReservation,Power-35WCremona-UPS01-MDF,Cremona
172.31.255.244,InactiveReservation,crem102crem102,Cremona
172.31.255.245,ActiveReservation,CREM201-CONTROL,Cremona
172.31.255.246,ActiveReservation,CREM202-CONTROL,Cremona
172.31.255.247,ActiveReservation,CREM203-CONTROLLE,Cremona
172.31.216.12,ActiveReservation,Wesley Cremona-1101-105,Cremona
172.31.216.111,ActiveReservation,Wesley Cremona-1403-105,Cremona
172.31.216.112,ActiveReservation,Wesley Cremona-1404-105,Cremona
172.31.216.113,ActiveReservation,Wesley Cremona-1406-105,Cremona
172.31.216.116,ActiveReservation,Wesley Cremona-1305-105,Cremona
172.31.216.137,ActiveReservation,Wesley Cremona-1206-105,Cremona
172.31.216.150,ActiveReservation,Wesley Cremona-1401-105,Cremona
172.31.216.155,ActiveReservation,Wesley Cremona-1102-105,Cremona
172.31.216.156,ActiveReservation,Wesley Cremona-1303-105,Cremona
172.31.216.157,ActiveReservation,Wesley Cremona-1306-105,Cremona
172.31.216.197,ActiveReservation,26 W,Cremona
172.31.232.83,ActiveReservation,CREM201-CONTROL,Cremona
172.31.232.84,ActiveReservation,CREM202-CONTROL,Cremona
172.31.232.85,ActiveReservation,CREM203-CONTROL,Cremona
172.31.232.86,ActiveReservation,CREM203-SWITCH,Cremona
172.31.232.144,ActiveReservation,CREM101-SWITCHER,Cremona
172.31.232.145,ActiveReservation,crem101-touchpanel,Cremona
172.31.232.146,InactiveReservation,crem101-controllercrem101-controller,Cremona
172.31.217.6,ActiveReservation,34 W,Cremona
172.31.217.16,ActiveReservation,34 W,Cremona
172.31.217.17,ActiveReservation,34 W,Cremona
172.31.217.18,ActiveReservation,34 W,Cremona
172.31.217.19,ActiveReservation,34 W,Cremona
172.31.217.20,ActiveReservation,35 W,Cremona
172.31.217.58,ActiveReservation,Cremona Classroom 203-2-105B,Cremona
172.31.217.122,ActiveReservation,18 W,Cremona
172.31.217.205,ActiveReservation,30 W,Cremona
172.31.217.207,ActiveReservation,650 W,Cremona
172.31.217.224,ActiveReservation,Cremona Classroom 202-2-105B,Cremona
172.31.217.225,ActiveReservation,Cremona Classroom 203-2-105A,Cremona
172.31.217.226,ActiveReservation,Cremona Classroom 101-1-105A,Cremona
172.31.217.227,ActiveReservation,Cremona Classroom 101-1-105B,Cremona
172.31.217.228,ActiveReservation,Cremona Classroom 201-2-105A,Cremona
172.31.217.229,ActiveReservation,Cremona Classroom 201-2-105B,Cremona
172.31.218.99,Active,Cremona Classroom 203-2-305,Cremona
172.31.218.100,Active,14 W,Cremona
172.31.218.101,Active,Cremona Classroom 202-2-305,Cremona
172.31.218.102,Active,Cremona Classroom 102-1-305A,Cremona
172.31.218.103,Active,34 W,Cremona
172.31.218.105,Active,34 W,Cremona
172.31.218.106,Active,34 W,Cremona
172.31.218.107,Active,34 W,Cremona
172.31.218.108,Active,34 W,Cremona
172.31.218.124,Active,Wesley Cremona-1302-305,Cremona
172.31.218.125,Active,Wesley Cremona-1304-305,Cremona
172.31.218.126,Active,Wesley Cremona-1401-305,Cremona
172.31.218.127,Active,Wesley Cremona-1403-305,Cremona
172.31.218.133,Active,Wesley Cremona-1102-305,Cremona
172.31.218.134,Active,Wesley Cremona-1101-305,Cremona
172.31.218.135,Active,Wesley Cremona-1201-305,Cremona
172.31.218.136,Active,Wesley Cremona-1204-305,Cremona
172.31.218.139,Active,Wesley Cremona-1402-305,Cremona
172.31.218.140,Active,18 W,Cremona
172.31.218.142,Active,26 W,Cremona
172.31.218.143,Active,30 W,Cremona
172.31.218.150,Active,650 W,Cremona
172.31.220.20,ActiveReservation,Wesley Cremona-1304-105,Cremona
172.31.220.22,ActiveReservation,Wesley Cremona-1402-105,Cremona
172.31.220.23,ActiveReservation,Wesley Cremona-1405-105,Cremona
172.31.220.24,ActiveReservation,Wesley Cremona-1302-105,Cremona
172.31.220.26,ActiveReservation,Wesley Cremona-1201-105,Cremona
172.31.220.95,ActiveReservation,Wesley Cremona-1202-105,Cremona
172.31.220.96,ActiveReservation,Wesley Cremona-1203-105,Cremona
172.31.220.97,ActiveReservation,Wesley Cremona-1204-105,Cremona
172.31.220.98,ActiveReservation,Wesley Cremona-1205-105,Cremona
172.31.220.99,ActiveReservation,Wesley Cremona-1301-105,Cremona
172.31.220.107,Active,35 W,Cremona
172.31.220.206,ActiveReservation,34 W,Cremona
172.31.220.207,ActiveReservation,35 W,Cremona
172.31.220.208,ActiveReservation,35 W,Cremona
172.31.220.209,ActiveReservation,35 W,Cremona
172.31.220.210,ActiveReservation,35 W,Cremona
172.31.221.105,ActiveReservation,14 W,Cremona
172.31.221.108,ActiveReservation,22 W,Cremona
172.31.221.126,ActiveReservation,Cremona Classroom 102-1-105B,Cremona
172.31.221.127,ActiveReservation,Cremona Classroom 102-1-105C,Cremona
172.31.221.128,ActiveReservation,Cremona Classroom 102-1-105A,Cremona
172.31.221.129,ActiveReservation,Cremona Classroom 202-2-105A,Cremona
172.31.221.130,ActiveReservation,Cremona Classroom 101-1-105C,Cremona
172.31.221.151,Active,22 W,Cremona
172.31.222.13,Active,Cremona Classroom 201-2-305,Cremona
172.31.222.14,Active,Cremona Classroom 102-1-305B,Cremona
172.31.222.15,Active,Cremona Classroom 101-1-305B,Cremona
172.31.222.16,Active,Cremona Classroom 101-1-305A,Cremona
172.31.222.18,Active,35 W,Cremona
172.31.222.19,Active,35 W,Cremona
172.31.222.20,Active,35 W,Cremona
172.31.222.21,Active,35 W,Cremona
172.31.222.22,Active,34 W,Cremona
172.31.222.48,Active,Wesley Cremona-1301-305,Cremona
172.31.222.54,Active,Wesley Cremona-1303-305,Cremona
172.31.222.55,Active,Wesley Cremona-1202-305,Cremona
172.31.222.57,Active,Wesley Cremona-1305-305,Cremona
172.31.222.58,Active,Wesley Cremona-1306-305,Cremona
172.31.222.59,Active,Wesley Cremona-1203-305,Cremona
172.31.222.60,Active,Wesley Cremona-1205-305,Cremona
172.31.222.61,Active,Wesley Cremona-1206-305,Cremona
172.31.222.62,Active,Wesley Cremona-1404-305,Cremona
172.31.222.63,Active,Wesley Cremona-1405-305,Cremona
172.31.222.64,Active,Wesley Cremona-1406-305,Cremona
172.31.217.35,ActiveReservation,Davis Apts Unit 5,Davis
172.31.217.36,ActiveReservation,Davis Apts Unit 6,Davis
172.31.217.37,ActiveReservation,Davis Apts Unit 9,Davis
172.31.217.66,ActiveReservation,Davis Apts Unit 9-115,Davis
172.31.218.23,Active,Davis Apts Unit 7-115,Davis
172.31.218.46,Active,Davis Apts Unit 6-215,Davis
172.31.218.47,Active,Davis Apts Unit 1-115,Davis
172.31.220.112,ActiveReservation,Davis Apts Unit 2-103h,Davis
172.31.220.219,ActiveReservation,Davis Apts Unit 3,Davis
172.31.221.11,Active,Davis Apts Unit 3-215,Davis
172.31.221.13,Active,Davis Apts Unit 5-215,Davis
172.31.221.131,ActiveReservation,Davis Apts Unit 8-103h,Davis
172.31.221.207,Active,Davis Apts Unit 8-115,Davis
72.233.136.6,InactiveReservation,ptr-dh-adm-vault-color,Demaray
72.233.136.7,ActiveReservation,ptr-dh-gr-front,Demaray
72.233.136.8,InactiveReservation,ptr-dh-gr-color,Demaray
72.233.136.10,ActiveReservation,ptr-dh-sfs-stuemp,Demaray
72.233.136.16,ActiveReservation,ptr-execprint,Demaray
72.233.136.18,Active,SASSTU-S,Demaray
72.233.136.20,InactiveReservation,ptr-admintern,Demaray
72.233.136.22,Active,ADM-FRONT,Demaray
72.233.136.23,ActiveReservation,sfstext,Demaray
72.233.136.24,ActiveReservation,ptr-dh-sfs-sar5,Demaray
72.233.136.29,Active,DH358,Demaray
72.233.136.30,Active,SFS-LOAN-01,Demaray
72.233.136.32,ActiveReservation,ptr-sas-orrtrans,Demaray
72.233.136.33,InactiveReservation,ptr-sas-our4,Demaray
72.233.136.41,Active,DH359,Demaray
72.233.136.45,Active,DH259,Demaray
72.233.136.49,Active,SFS-STUDENT8,Demaray
72.233.136.51,Active,KIOSK-SFS-LOBBY,Demaray
72.233.136.59,Active,SFS-STUDENT,Demaray
72.233.136.78,Active,SFS-STUDENT5,Demaray
72.233.136.84,Active,SFS-LOAN-03,Demaray
72.233.136.85,Active,SFS-STUDENT3,Demaray
72.233.136.87,Active,EXECSTU2,Demaray
72.233.136.97,Active,GRAD-ADMISSIONS,Demaray
72.233.136.100,Active,ADM1-N,Demaray
72.233.136.103,Active,DH150,Demaray
72.233.136.106,Active,EXEC-STU-03,Demaray
72.233.136.110,Active,DH355,Demaray
72.233.136.113,Active,SFSREP5,Demaray
72.233.136.114,Active,SFSREP2,Demaray
72.233.136.121,Active,DH255,Demaray
72.233.136.122,Active,ADM-SCAN1,Demaray
72.233.136.125,Active,KIOSK-SFS-02-N,Demaray
72.233.136.132,Active,ADM-INTERN1,Demaray
72.233.136.133,Active,SFS-OPS-COR2,Demaray
72.233.136.135,Active,SFS-LOAN-02,Demaray
72.233.136.138,Active,ADM-INTERN4,Demaray
72.233.136.233,Active,KIOSK-SAS,Demaray
72.233.136.234,Active,DH261-2,Demaray
72.233.137.25,Active,ADM-INTERN-02,Demaray
72.233.137.27,Active,DIADHIOUW,Demaray
72.233.137.29,Active,SFSREP4,Demaray
72.233.137.42,Active,SFS-INTERN,Demaray
72.233.137.54,Active,KIOSK-SFS-01,Demaray
72.233.137.57,Active,DH356,Demaray
72.233.137.61,Active,SFS-COORD-01,Demaray
72.233.137.66,Active,SAS-FRONT-02,Demaray
72.233.137.67,Active,DH353,Demaray
72.233.137.68,Active,DH354,Demaray
72.233.137.80,Active,SFS-STUDENT2,Demaray
72.233.137.88,Active,SAS-FRONT-01,Demaray
72.233.137.89,Active,SFS-COORD-02,Demaray
72.233.137.90,Active,DH360,Demaray
72.233.137.100,Active,DH254,Demaray
72.233.137.106,Active,DH261,Demaray
172.16.128.44,Active,pstrip-servers-demaray01,Demaray
172.31.255.23,InactiveReservation,ems-demaray-01,Demaray
172.31.255.55,InactiveReservation,e911-adm,Demaray
172.31.255.228,ActiveReservation,Power-DH-UPS01-MDF,Demaray
172.31.255.229,ActiveReservation,Power-DH-UPS02-MDF,Demaray
172.31.255.231,ActiveReservation,Power-DH-UPS03-MDF,Demaray
172.31.255.253,ActiveReservation,netcam-demarayhall,Demaray
172.31.240.25,ActiveReservation,mfp-dh-sfs-backofc,Demaray
172.31.240.26,ActiveReservation,mfp-dh-sfs-front,Demaray
172.31.240.27,ActiveReservation,mfp-dh110,Demaray
172.31.240.28,ActiveReservation,mfp-dh115,Demaray
172.31.240.29,ActiveReservation,mfp-dh152,Demaray
172.31.240.30,ActiveReservation,mfp-dh153,Demaray
172.31.240.31,ActiveReservation,mfp-dh-3rdfloor,Demaray
172.31.240.32,ActiveReservation,mfp-dh-execofc,Demaray
172.31.240.33,ActiveReservation,mfp-dh-obp,Demaray
172.31.240.34,ActiveReservation,mfp-dh-odei,Demaray
172.31.240.35,ActiveReservation,mfp-dh-gradctr,Demaray
172.31.240.36,ActiveReservation,mfp-dh-obf,Demaray
172.31.240.73,ActiveReservation,ptr-exec-aa,Demaray
172.31.240.99,ActiveReservation,ptr-obf-exec-assistant,Demaray
172.31.240.105,ActiveReservation,mfp-dh258,Demaray
172.31.240.111,ActiveReservation,ptr-sfs-text,Demaray
172.31.232.18,ActiveReservation,DH150-CONTROLLER,Demaray
172.31.232.19,ActiveReservation,DH254-CONTROLLER,Demaray
172.31.232.20,ActiveReservation,DH255-CONTROLLER,Demaray
172.31.232.21,ActiveReservation,DH259-CONTROLLER,Demaray
172.31.232.22,ActiveReservation,DH261-CONTROLLER,Demaray
172.31.232.23,ActiveReservation,DH261-SWITCHER,Demaray
172.31.232.24,ActiveReservation,DH353-CONTROLLER,Demaray
172.31.232.25,ActiveReservation,DH354-CONTROLLER,Demaray
172.31.232.26,ActiveReservation,DH355-CONTROLLER,Demaray
172.31.232.27,ActiveReservation,DH356-CONTROLLER,Demaray
172.31.232.28,ActiveReservation,DH358-CONTROLLER,Demaray
172.31.232.29,ActiveReservation,DH359-CONTROLLER,Demaray
172.31.232.30,ActiveReservation,DH360-CONTROLLER,Demaray
172.31.232.107,ActiveReservation,EXECBOARDROOM-SWITCHER,Demaray
172.31.232.108,ActiveReservation,EXECBOARDROOM-CONTROLLER,Demaray
172.31.232.109,ActiveReservation,EXECBOARDROOM-TOUCHPANEL,Demaray
172.31.232.149,ActiveReservation,dh353-switcher,Demaray
172.31.217.206,ActiveReservation,4 Nickerson-Graduate Admissions Conf Room-115,Demaray
172.31.217.252,ActiveReservation,Demaray 1-Jack-93-105,Demaray
172.31.217.254,ActiveReservation,Demaray 1-Classroom 150-105,Demaray
172.31.218.2,ActiveReservation,Demaray 1-SAS Office-105A,Demaray
172.31.218.3,ActiveReservation,Demaray 1-Jack-223-105,Demaray
172.31.218.4,ActiveReservation,Demaray B-Jack-117-105,Demaray
172.31.218.5,ActiveReservation,Demaray B-MDF-105,Demaray
172.31.218.6,ActiveReservation,Demaray 1-Office 153-115,Demaray
172.31.218.7,ActiveReservation,Demaray 2-University Relations-105,Demaray
172.31.218.8,ActiveReservation,Demaray 2-Executive AA-105,Demaray
172.31.218.9,ActiveReservation,Demaray 2-Classroom 255-105,Demaray
172.31.218.10,ActiveReservation,Demaray 2-OPA-115,Demaray
172.31.218.11,ActiveReservation,Demaray 3-Classroom 356-105,Demaray
172.31.218.12,ActiveReservation,Demaray 2-Classroom 261-105,Demaray
172.31.218.37,Active,Demaray 2-Executive AA-305,Demaray
172.31.218.52,Active,Demaray B-MDF-305,Demaray
172.31.218.54,Active,Demaray B-Jack-117-305,Demaray
172.31.218.55,Active,Demaray 1-Jack-223-305,Demaray
172.31.218.56,Active,Demaray 1-SAS Office-305A,Demaray
172.31.218.58,Active,Demaray 1-Lobby-305,Demaray
172.31.218.59,Active,Demaray 2-Grad Center-305A,Demaray
172.31.218.64,Active,Demaray 3-Classroom 356-305,Demaray
172.31.218.66,Active,Demaray 2-Classroom 261-305,Demaray
172.31.218.67,Active,Demaray 1-Classroom 150-305,Demaray
172.31.221.42,Active,Demaray B-Jack-154-305,Demaray
172.31.221.155,ActiveReservation,Demaray 1-Jack-118-105,Demaray
172.31.221.156,ActiveReservation,Demaray B-Jack-154 -105,Demaray
172.31.221.157,ActiveReservation,Demaray 1-Lobby-105,Demaray
172.31.221.158,ActiveReservation,Demaray 2-Jack-101-105,Demaray
172.31.221.159,ActiveReservation,Demaray 2-Grad Center-105B,Demaray
172.31.221.160,ActiveReservation,Demaray 2-Grad Center-105A,Demaray
172.31.221.161,ActiveReservation,Demaray 3-Jack-21-105,Demaray
172.31.221.162,ActiveReservation,Demaray 3-Cassroom 359-115,Demaray
172.31.221.163,ActiveReservation,Demaray 3-Classroom 354-115,Demaray
172.31.221.164,ActiveReservation,Demaray 3-Jack-120-105,Demaray
172.31.221.165,ActiveReservation,Demaray 2-Presidents Conference room-105,Demaray
172.31.221.212,Active,Demaray 1-Jack-93-305,Demaray
172.31.221.213,Active,Demaray 1-Jack-118-305,Demaray
172.31.221.214,Active,Demaray 2-Grad Center-305B,Demaray
172.31.221.215,Active,Demaray 2-University Relations-305,Demaray
172.31.221.216,Active,Demaray 2-Jack-101-305,Demaray
172.31.221.220,Active,Demaray 3-Jack-21-305,Demaray
172.31.221.221,Active,Demaray 3-Jack-120-305,Demaray
172.31.221.224,Active,Demaray 2-Presidents Conference room-305,Demaray
172.31.221.225,Active,Demaray 2-Classroom 255-305,Demaray
72.233.134.6,Active,EH26A-IS50,Eaton
72.233.134.8,Active,EH321-01,Eaton
72.233.134.12,InactiveReservation,eh-vdr01,Eaton
72.233.134.13,Active,EH222,Eaton
72.233.134.16,InactiveReservation,eh-vmh01,Eaton
72.233.134.17,InactiveReservation,ehlicense1,Eaton
72.233.134.18,ActiveReservation,ptr-sci-eh309,Eaton
72.233.134.19,ActiveReservation,ptr-eh108,Eaton
72.233.134.24,Active,EH223-01,Eaton
72.233.134.25,Active,EH301-01,Eaton
72.233.134.28,Active,EHB21-01,Eaton
72.233.134.30,Active,EH231,Eaton
72.233.134.31,Active,EH233,Eaton
72.233.134.33,Active,EHB27-01,Eaton
72.233.134.35,Active,mac-schofieldd,Eaton
72.233.134.42,Active,EH318-01,Eaton
72.233.134.43,Active,APPLETV-EH231,Eaton
72.233.134.50,Active,EH330,Eaton
72.233.134.57,Active,HVAC-SCIENCE,Eaton
72.233.134.65,ActiveReservation,eaton-218-cam01,Eaton
72.233.134.72,ActiveReservation,eaton-218-cam02,Eaton
72.233.134.79,Active,EH126STOCKROOM,Eaton
72.233.134.80,Active,EH131,Eaton
72.233.134.134,Active,EH331,Eaton
72.233.134.136,Active,EH131-Agilent,Eaton
72.233.134.138,Active,EH333-IS5,Eaton
72.233.134.139,Active,EHB25A-SEM,Eaton
72.233.134.142,Active,EH205-WINCNTRL,Eaton
72.233.134.144,Active,EH201-01,Eaton
72.233.134.145,Active,EH134,Eaton
72.233.134.146,Active,EH205-01,Eaton
72.233.134.147,Active,EH133-01,Eaton
72.233.134.148,Active,EH302-01,Eaton
72.233.134.149,Active,EH112,Eaton
72.233.134.151,Active,EH105-01,Eaton
72.233.134.153,Active,EH322,Eaton
72.233.134.158,Active,HYACINTH-N,Eaton
72.233.134.159,Active,EH322,Eaton
72.233.134.162,ActiveReservation,EH218-01,Eaton
72.233.134.170,Active,EH232,Eaton
72.233.134.171,Active,EH230,Eaton
72.233.134.182,Active,EH332-01,Eaton
72.233.134.190,Active,EH332-02,Eaton
72.233.134.194,Active,EH212-01,Eaton
72.233.131.19,Active,EIDEH,Eaton
72.233.131.152,Active,WAREHOUSE3,Eaton
72.233.136.107,Active,CYUEH,Eaton
172.31.240.70,ActiveReservation,mfp-eh102,Eaton
172.31.240.71,ActiveReservation,mfp-eh-lobby,Eaton
172.31.240.80,InactiveReservation,MFP-EH-3rdFloor,Eaton
172.31.232.55,ActiveReservation,EH231-CONTROLLER,Eaton
172.31.232.56,ActiveReservation,EH231-AUDIOPROCES,Eaton
172.31.232.57,ActiveReservation,EH231-SWITCHER,Eaton
172.31.232.58,ActiveReservation,EH231-TOUCHPANEL,Eaton
